isimler,linkler,tarihler,aciklamalar
Ilginç Bazi Olaylar,https://www.imdb.com/title/tt13748376/?ref_=sr_t_486,2021– ,"What kind of life would Ibrahim Büyükak have if he did not pursue his dreams and continued to stay with his family in Bursa? Abandoned by his fiancee and living with his family, 35-year-old Ibrahim will go his own way?"
Kizlar ve Anneleri,https://www.imdb.com/title/tt9354486/?ref_=sr_t_487,2013– ,
Askin Yolculugu: Haci Bayram Veli,https://www.imdb.com/title/tt14368830/?ref_=sr_t_488,2022,The show is about a 14th century Turkish Sufi living in Anatolia and tells his spiritual journey over the course of his lifetime.
Yeditepe İstanbul,https://www.imdb.com/title/tt0290995/?ref_=sr_t_489,2001–2002,"When Olcay's husband commits suicide and leaves a huge debt behind, Olcay and her teenage daughter, Duru, are forced to move to a slum in Istanbul. They find themselves financially dependent on Olcay's only remaining friend, so Olcay starts to look for a job."
Ekip 1: Nizama Adanmış Ruhlar,https://www.imdb.com/title/tt6369478/?ref_=sr_t_490,2012–2015,"On the one hand they try to do their job in the best way, on the other hand they have to deal with the problems in their private lives. ""Orderly Devotional Spirits: Team 1"", which carries the adventures of a seven-man action team on the screen, mirrors the invisible face of the policing profession."
Galip Dervis,https://www.imdb.com/title/tt3085498/?ref_=sr_t_491,2013–2014,"Galip Dervis, is an adapted version of the Monk series."
Maske: Kimsin Sen?,https://www.imdb.com/title/tt16212836/?ref_=sr_t_492,2022,
Hayat Ağacı,https://www.imdb.com/title/tt5152226/?ref_=sr_t_493,2014,"The shops of the Karahanli Family burn down one night. Murat works hard to tidy up the shop and put things right, but he is unaware of the danger that awaits them."
Tutsak,https://www.imdb.com/title/tt7975550/?ref_=sr_t_494,2017,"Elif, who is a cheerful, innocent, proud and beautiful young girl who is looking forward to life with hope, was forcibly married to a 30-year-old man by her uncle by the death of her family. Elif lives a prisoner life where her husband can not even leave the house under the threat of Sadullah."
Üvey Anne,https://www.imdb.com/title/tt28131349/?ref_=sr_t_495,2023,"After losing his only wife, Faruk returns to his mansion in Istanbul with his children. Serap, who comes with them to take care of the children, has ambitious plans."
Beş Kardeş,https://www.imdb.com/title/tt4195264/?ref_=sr_t_496,2015,"This is one of the five brothers, not like in the slightest way to another."
Çilgin Dersane Üniversitede,https://www.imdb.com/title/tt9861270/?ref_=sr_t_497,2014,
Ekmek Teknesi,https://www.imdb.com/title/tt0421327/?ref_=sr_t_498,2002–2005,"A domestic life story of a traditional Turkish family, having elements of both comedy and drama."
Tatar Ramazan: Ben Bu Oyunu Bozarım,https://www.imdb.com/title/tt2992384/?ref_=sr_t_499,2013–2014,"The love of Süreyya and Ramazan, who are in love with each other, is left unfinished with the claim that Ramazan committed a murder. The paths of the two lovers will cross again."
Yildizlar Sahidim,https://www.imdb.com/title/tt6428288/?ref_=sr_t_500,2017,"This is a story about a girl named Haziran that loves a known singer named Aras. She has a really nice voice, but her mother doesn't want her to sing. However, everything changed when she went to Aras concert."
Ver Elini Ask,https://www.imdb.com/title/tt8517580/?ref_=sr_t_501,2017,The candid story of a young babysitter from the countryside.
Terapist,https://www.imdb.com/title/tt13728634/?ref_=sr_t_502,2021,A therapist begins to suspect his clients after the murder of his wife.
Bozkır Arslanı Celaleddin,https://www.imdb.com/title/tt14045562/?ref_=sr_t_503,2021– ,"The story of Sultan Jalaluddin Manguberdi, the last Khwarazmshah of the Turkic Anushteginid dynasty who defeated Mongols in many battles."
Baş Belası,https://www.imdb.com/title/tt14588158/?ref_=sr_t_504,2021,A story about a young female psychologist who once had a beautiful family and a young male police officer. They met and decided to solve cases together.
Keskin Biçak,https://www.imdb.com/title/tt9100424/?ref_=sr_t_505,2010,"The revenge story of a woman and two men who cross paths in Bursa in order to settle accounts with their past, find themselves and love."
Sifirinci Gün,https://www.imdb.com/title/tt21856826/?ref_=sr_t_506,2022–2023,"Seven special ops cops and their leader chase the organized crime leader Ejder. When they finally reach him, their lives change forever."
Ask Kumardir,https://www.imdb.com/title/tt16711824/?ref_=sr_t_507,2022– ,"Urban and middle-class individuals are in the center; Witness the relationships, miscommunications and conflicts of intelligent, ordinary, macho, neurotic, confused, dominant, flirtatious, emotional, unpredictable and funny characters."
Kara Tahta,https://www.imdb.com/title/tt17678828/?ref_=sr_t_508,2022,"Atlas was bullied during his high school years and he left his hometown with his mother. Years later, he was appointed to his own high school as a mathematics teacher. Revenge or coincidence?"
Tatlı intikam,https://www.imdb.com/title/tt5583950/?ref_=sr_t_509,2016,"Believing that the reason for her unhappiness is bad luck, Pelin believes that her life will be on track if Tankut forgives her, whom she humiliated in front of everyone while at university."
Fatih,https://www.imdb.com/title/tt3150390/?ref_=sr_t_510,2013,"Fatih is a Turkish historical drama based on the life of Sultan of the Ottoman Empire, Mehmed ll. The series was canceled after five episodes."
En Son Babalar Duyar,https://www.imdb.com/title/tt0448284/?ref_=sr_t_511,2002–2006,"A family comedy with the slogan ""Dads are always the last to know."""
Hayat Mucizelere Gebe,https://www.imdb.com/title/tt5303436/?ref_=sr_t_512,2015–2016,"Inci goes to the hospital with a minor illness, but as a result of a medical accident, she leaves the hospital pregnant by artificial insemination accidentally administered by the gynecologist. What will she tell her family--and the man she loves? What will her life be like now--and in the immediate future?"
Kampüsistan,https://www.imdb.com/title/tt0426732/?ref_=sr_t_513,2003–2004,"The stormy days that university youth have experienced. Lessons, love, finals. It's a lot of trouble to start, there's little time for all of them. Yesim, who comes from Anatolia, begins to live in the same house as Tolga, a true Istanbul youth. Tolga, who is in love with Yesim, takes the reaction of his friends."
Karayilan,https://www.imdb.com/title/tt1183924/?ref_=sr_t_514,2007–2008,"The story of Memed The Shepherd who decided to fight in Antep, which was under French occupation."
Köprü,https://www.imdb.com/title/tt0940634/?ref_=sr_t_515,2006–2008,"Kopru, tells the life of Fahri Yazici, an idealistic governor."
Bir Istanbul Masali,https://www.imdb.com/title/tt0421297/?ref_=sr_t_516,2003–2005,"Arhans are among the richest in Istanbul, Kozanlar are the servants of the Arhans. The maid's daughter, Esma, is torn between the love of the two sons of the Arhan house."
Yeni Nesil Ebeveynler,https://www.imdb.com/title/tt28106998/?ref_=sr_t_517,2023,"What awaits a mother and father-to-be today after learning that she is going to have a baby? In addition to excitement and happiness, get ready to embark on a unique journey leading up to birth with questions and concerns on the minds of prospective parents."
Keloglan Masallari,https://www.imdb.com/title/tt8309698/?ref_=sr_t_518,2008–2016,"Keloglan is a well known Turkish folk hero.He is also well known in Asia, Middle East and Balkans too. He is the virtuous, discreet, a little naive, a bit romantic and extremely practical witted representative of the Anatolian people who can have big dreams but at the same time who can reject the biggest rewards."
Mahsusa: Trablusgarb,https://www.imdb.com/title/tt21279294/?ref_=sr_t_519,2023– ,"After the Italian occupation in Tripoli, Major Enver, who saw that the Ottoman Empire was in a difficult situation, went to Tripoli with his patriotic friends like Mustafa Kemal, to organize the natives to drive out the invaders."
Filinta,https://www.imdb.com/title/tt4338234/?ref_=sr_t_520,2014–2016,"The story based on 1800's era of Ottoman Empire, round around Mustafa, a local police officer. Mustafa fights the secret forces against him and the state."
Adı Mutluluk,https://www.imdb.com/title/tt4871482/?ref_=sr_t_521,2015,The story of two strangers (Batu and Kumsal) who arrive in Istanbul from Izmir to look for happiness.
Hatirla Gönül,https://www.imdb.com/title/tt5151004/?ref_=sr_t_522,2015,"A woman who has lost her memory by the car accident, try to live with her psychopath ex husband who was indirectly responsible for it."
Survivor 2023,https://www.imdb.com/title/tt24243834/?ref_=sr_t_523,2023– ,
Benim Hala Umudum Var,https://www.imdb.com/title/tt8438442/?ref_=sr_t_524,2013–2017,"The story of Umut, who lives under the pressure of her family, to become famous."
Karadaglar,https://www.imdb.com/title/tt1807324/?ref_=sr_t_525,2010–2011,"This series, while telling the story of Halit Karadag and his sons, sheds light on the difficult years of poverty and misery among the Ottoman luxurious periods. In the story of Payidar Village, there are struggles, family relations, love, loyalty, beliefs in the abyss between the wealthy lords of the village and the lives of the poor people."
Zeytin Tepesi,https://www.imdb.com/title/tt6069196/?ref_=sr_t_526,2014,"The story of ""Olive Hill"" passes through a rich seaside town where olives are abundant. Throughout the series, a young girl will challenge a world ruled by bloody men who do not hesitate to do any evil that comes to mind for money, power, and deadly ambition. She will fight a great struggle against the injustices she has with other women in her family."
Deli Gönül,https://www.imdb.com/title/tt7107142/?ref_=sr_t_527,2017,Lives hurled by an explosion will come to life again with the construction of a new life.
